product	reactants	split	reactant_list	reactant_num	product_len	reactants_len
COC(=O)c1ccc(Cl)c2nc3n(c12)CCCCN3c1ncc(Cl)cc1Cl	COC(=O)c1ccc(Cl)c2nc(Nc3ncc(Cl)cc3Cl)n(CCCCO)c12	train	['COC(=O)c1ccc(Cl)c2nc(Nc3ncc(Cl)cc3Cl)n(CCCCO)c12']	1	47	48
CC(O)c1cccc(Oc2ccc(Cl)cc2[N+](=O)[O-])c1	CC(=O)c1cccc(Oc2ccc(Cl)cc2[N+](=O)[O-])c1	train	['CC(=O)c1cccc(Oc2ccc(Cl)cc2[N+](=O)[O-])c1']	1	40	41
CS(=O)(=O)N[C@H](COC(F)F)C(=O)NCc1ccccc1	CS(=O)(=O)Cl.N[C@H](COC(F)F)C(=O)NCc1ccccc1	train	['CS(=O)(=O)Cl', 'N[C@H](COC(F)F)C(=O)NCc1ccccc1']	2	40	43
COc1ccc(C(=O)Nc2ccc(C(C)(C)CNC(C)=O)c(-c3cccnc3)c2)cc1OC	CC(=O)NCC(C)(C)c1ccc(N)cc1-c1cccnc1.COc1ccc(C(=O)Cl)cc1OC	train	['CC(=O)NCC(C)(C)c1ccc(N)cc1-c1cccnc1', 'COc1ccc(C(=O)Cl)cc1OC']	2	56	57
CCn1cc(C(=O)Nc2ccc(Oc3ccnc4cc(OC)c(OC)cc34)c(F)c2)c(=O)n(-c2ccc(F)cc2)c1=O	CCn1cc(C(=O)O)c(=O)n(-c2ccc(F)cc2)c1=O.COc1cc2nccc(Oc3ccc(N)cc3F)c2cc1OC	train	['CCn1cc(C(=O)O)c(=O)n(-c2ccc(F)cc2)c1=O', 'COc1cc2nccc(Oc3ccc(N)cc3F)c2cc1OC']	2	74	72
CCCCCCCCCCC=Cc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1	CCCCCCCCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=Cc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1	train	['CCCCCCCCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1', 'O=Cc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1']	2	51	85
CCN1CCN(c2nc(C)c(C(=O)NCc3cccnc3)s2)C1=O	CCN1CCN(c2nc(C)c(C(=O)O)s2)C1=O.NCc1cccnc1	train	['CCN1CCN(c2nc(C)c(C(=O)O)s2)C1=O', 'NCc1cccnc1']	2	40	42
CCNc1ccc(Br)cn1	CC=O.Nc1ccc(Br)cn1	train	['CC=O', 'Nc1ccc(Br)cn1']	2	15	18
Cc1c(-c2ccccn2)nc2cc(F)cc(F)c2c1Nc1cc(N2CCOCC2)ncc1-c1cc(C(F)F)ccc1F	CC1(C)OB(c2cc(C(F)F)ccc2F)OC1(C)C.Cc1c(-c2ccccn2)nc2cc(F)cc(F)c2c1Nc1cc(N2CCOCC2)ncc1I	train	['CC1(C)OB(c2cc(C(F)F)ccc2F)OC1(C)C', 'Cc1c(-c2ccccn2)nc2cc(F)cc(F)c2c1Nc1cc(N2CCOCC2)ncc1I']	2	68	86
CCCCCCCCN1CCCCCCCC1=O	CCCCCCCCBr.O=C1CCCCCCCN1	train	['CCCCCCCCBr', 'O=C1CCCCCCCN1']	2	21	24
Cc1cccc(COc2ccc(Nc3ncnc4cccc(OC[C@@H]5CCCN5C(=O)CN(C)C)c34)cc2Cl)n1	CN(C)CC(=O)N1CCC[C@H]1COc1cccc2ncnc(Nc3ccc(O)c(Cl)c3)c12.Cc1cccc(CO)n1	train	['CN(C)CC(=O)N1CCC[C@H]1COc1cccc2ncnc(Nc3ccc(O)c(Cl)c3)c12', 'Cc1cccc(CO)n1']	2	67	70
CN1CS(=O)c2cc(CCNCCCCN3C(=O)c4ccccc4C3=O)ccc21	CN1CS(=O)c2cc(CCN)ccc21.O=C1c2ccccc2C(=O)N1CCCCBr	train	['CN1CS(=O)c2cc(CCN)ccc21', 'O=C1c2ccccc2C(=O)N1CCCCBr']	2	46	49
Fc1cc2c(cn1)[nH]c1ncc(Br)cc12	Nc1cnc(F)cc1-c1cc(Br)cnc1F	train	['Nc1cnc(F)cc1-c1cc(Br)cnc1F']	1	29	26
COC(=O)C1CC1c1ccc(C#Cc2cccc(C)c2)cc1	C#Cc1ccc(C2CC2C(=O)OC)cc1.Cc1cccc(I)c1	train	['C#Cc1ccc(C2CC2C(=O)OC)cc1', 'Cc1cccc(I)c1']	2	36	38
Cc1cccc(C(=O)NCc2ccc(C#N)cc2NCC(=O)Nc2ccccc2)c1	Cc1cccc(C(=O)NCc2ccc(C#N)cc2N)c1.O=C(CCl)Nc1ccccc1	train	['Cc1cccc(C(=O)NCc2ccc(C#N)cc2N)c1', 'O=C(CCl)Nc1ccccc1']	2	47	50
O=C(O)c1ccc(Cl)cc1C(=O)O	O=C(O)c1cc(Cl)c(Cl)cc1C(=O)O	train	['O=C(O)c1cc(Cl)c(Cl)cc1C(=O)O']	1	24	28
CCc1nccc(-c2ccc(C(=O)N3CCC(N4CCOCC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1	C1CC(N2CCOCC2)CCN1.CCc1nccc(-c2ccc(C(=O)O)c(Cl)c2)c1C#Cc1ccc(N)nc1	train	['C1CC(N2CCOCC2)CCN1', 'CCc1nccc(-c2ccc(C(=O)O)c(Cl)c2)c1C#Cc1ccc(N)nc1']	2	64	66
O=C(Cc1ccc(F)cc1F)c1ccc(-n2cncn2)cc1	O=C(Cc1ccc(F)cc1F)c1ccc(F)cc1.c1nc[nH]n1	train	['O=C(Cc1ccc(F)cc1F)c1ccc(F)cc1', 'c1nc[nH]n1']	2	36	40
Cc1ccc(O)c(C(CCN(C(C)C)C(C)C)c2ccccc2)c1	COc1ccc(C)cc1C(CCN(C(C)C)C(C)C)c1ccccc1	train	['COc1ccc(C)cc1C(CCN(C(C)C)C(C)C)c1ccccc1']	1	40	39
Cc1cnc2[nH]c([Si](C)(C)C)c(-c3cncnc3)c2c1	C[Si](C)(C)C#Cc1cncnc1.Cc1cnc(N)c(I)c1	train	['C[Si](C)(C)C#Cc1cncnc1', 'Cc1cnc(N)c(I)c1']	2	41	38
CN1CCc2c(n(CC(=O)Nc3ccc(F)cc3)c3cccc(Cl)c23)C1	CN1CCc2c(n(CC(=O)O)c3cccc(Cl)c23)C1.Nc1ccc(F)cc1	train	['CN1CCc2c(n(CC(=O)O)c3cccc(Cl)c23)C1', 'Nc1ccc(F)cc1']	2	46	48
CC(C)(C)OC(=O)N=C(NCc1cnn(C[C@H]2NC(=O)[C@H]2NC(=O)/C(=N\OC2(C(=O)OC(c3ccccc3)c3ccccc3)CC2)c2csc(NC(=O)OC(C)(C)C)n2)n1)N(CC1CN(C(=O)OC(C)(C)C)C1)C(=O)OC(C)(C)C	CC(C)(C)OC(=O)N=C(NCc1cnn(C[C@H]2NC(=O)[C@H]2N)n1)N(CC1CN(C(=O)OC(C)(C)C)C1)C(=O)OC(C)(C)C.CC(C)(C)OC(=O)Nc1nc(/C(=N/OC2(C(=O)OC(c3ccccc3)c3ccccc3)CC2)C(=O)O)cs1	train	['CC(C)(C)OC(=O)N=C(NCc1cnn(C[C@H]2NC(=O)[C@H]2N)n1)N(CC1CN(C(=O)OC(C)(C)C)C1)C(=O)OC(C)(C)C', 'CC(C)(C)OC(=O)Nc1nc(/C(=N/OC2(C(=O)OC(c3ccccc3)c3ccccc3)CC2)C(=O)O)cs1']	2	159	161
CCOC(=O)C(CC(C)C)c1cc(-c2ccc(C(F)(F)F)cc2)cc(C2CCCC(C(F)(F)F)N2Cc2ccc(C(F)(F)F)cc2)c1	CCOC(=O)C(CC(C)C)c1cc(-c2ccc(C(F)(F)F)cc2)cc(C2CCCC(C(F)(F)F)N2)c1.FC(F)(F)c1ccc(CBr)cc1	train	['CCOC(=O)C(CC(C)C)c1cc(-c2ccc(C(F)(F)F)cc2)cc(C2CCCC(C(F)(F)F)N2)c1', 'FC(F)(F)c1ccc(CBr)cc1']	2	85	88
CCOC(=O)CCn1c(C)cnc(NCC(F)(F)c2ccccc2)c1=O	CCOC(=O)CCn1c(C)cnc(O)c1=O.NCC(F)(F)c1ccccc1	train	['CCOC(=O)CCn1c(C)cnc(O)c1=O', 'NCC(F)(F)c1ccccc1']	2	42	44
CCOc1ccc([N+](=O)[O-])c(C=C(Br)Br)c1	BrC(Br)(Br)Br.CCOc1ccc([N+](=O)[O-])c(C=O)c1	train	['BrC(Br)(Br)Br', 'CCOc1ccc([N+](=O)[O-])c(C=O)c1']	2	36	44
CCOC(=O)c1c(SC2CCCCC2=O)nc2cc(Cl)c(F)cc2c1O	CCOC(=O)c1c(S)nc2cc(Cl)c(F)cc2c1O.O=C1CCCCC1Cl	train	['CCOC(=O)c1c(S)nc2cc(Cl)c(F)cc2c1O', 'O=C1CCCCC1Cl']	2	43	46
CCOC(=O)c1cn(C2CC2)c2c(F)c(Br)c(F)c(F)c2c1=O	CCOC(=O)C(=CNC1CC1)C(=O)c1c(F)c(F)c(Br)c(F)c1F	train	['CCOC(=O)C(=CNC1CC1)C(=O)c1c(F)c(F)c(Br)c(F)c1F']	1	44	46
COc1cc(NCc2ccc(C(C)=O)s2)ccc1-c1cnco1	CC(=O)c1ccc(C=O)s1.COc1cc(N)ccc1-c1cnco1	train	['CC(=O)c1ccc(C=O)s1', 'COc1cc(N)ccc1-c1cnco1']	2	37	40
CCOC(=O)c1c(C(=O)OCC)c2c(-c3ccccc3)cc(N3CCOCC3)nn2c1CCCOC	CCOC(=O)c1c(C(=O)OCC)c2c(-c3ccccc3)cc(N3CCOCC3)nn2c1CCCO.CI	train	['CCOC(=O)c1c(C(=O)OCC)c2c(-c3ccccc3)cc(N3CCOCC3)nn2c1CCCO', 'CI']	2	57	59
CC(C)(C)OC(=O)N1CCC[C@@H]1CNc1ccccc1[N+](=O)[O-]	CC(C)(C)OC(=O)N1CCC[C@@H]1CN.O=[N+]([O-])c1ccccc1F	train	['CC(C)(C)OC(=O)N1CCC[C@@H]1CN', 'O=[N+]([O-])c1ccccc1F']	2	48	50
COC(=O)c1cc2c3ccccc3n(C(C)=O)c2s1	COC(=O)c1cc2c3ccccc3n(C(=O)c3ccccc3)c2s1	train	['COC(=O)c1cc2c3ccccc3n(C(=O)c3ccccc3)c2s1']	1	33	40
CO[C@@H]1CCNC[C@H]1c1nccs1	CO[C@@H]1CCN(C(=O)OC(C)(C)C)C[C@H]1c1nccs1	train	['CO[C@@H]1CCN(C(=O)OC(C)(C)C)C[C@H]1c1nccs1']	1	26	42
N#Cc1cc(NC(=O)c2ccccc2F)ccc1N	N#Cc1cc(NC(=O)c2ccccc2F)ccc1NC(=O)C(F)(F)F	train	['N#Cc1cc(NC(=O)c2ccccc2F)ccc1NC(=O)C(F)(F)F']	1	29	42
CC[C@H](C)[C@H](NC(=O)c1csc(N2CC(OS(C)(=O)=O)C2)n1)C(O[SiH](C)C)C(C)(C)C	CC[C@H](C)[C@H](NC(=O)c1csc(N2CC(O)C2)n1)C(O[SiH](C)C)C(C)(C)C.CS(=O)(=O)Cl	train	['CC[C@H](C)[C@H](NC(=O)c1csc(N2CC(O)C2)n1)C(O[SiH](C)C)C(C)(C)C', 'CS(=O)(=O)Cl']	2	72	75
O=S(=O)([O-])CCCOc1cc(Cl)ccc1Cl	O=S(=O)([O-])CCCBr.Oc1cc(Cl)ccc1Cl	train	['O=S(=O)([O-])CCCBr', 'Oc1cc(Cl)ccc1Cl']	2	31	34
COc1nc2ccc(C(=O)c3cnc(C)n3C)cc2c(Cl)c1Cc1ccc(C(F)(F)F)cc1	COc1nc2ccc(C(O)c3cnc(C)n3C)cc2c(Cl)c1Cc1ccc(C(F)(F)F)cc1	train	['COc1nc2ccc(C(O)c3cnc(C)n3C)cc2c(Cl)c1Cc1ccc(C(F)(F)F)cc1']	1	57	56
COc1cc(C(=O)Nc2ccccc2)c(Cl)cc1[N+](=O)[O-]	COc1cc(C(=O)O)c(Cl)cc1[N+](=O)[O-].Nc1ccccc1	train	['COc1cc(C(=O)O)c(Cl)cc1[N+](=O)[O-]', 'Nc1ccccc1']	2	42	44
COC(=O)[C@H](CN)NC(=O)c1sc(C(=O)NCc2ccc(F)c(O)c2)cc1C	COC(=O)[C@H](CNC(=O)OC(C)(C)C)NC(=O)c1sc(C(=O)NCc2ccc(F)c(O)c2)cc1C	train	['COC(=O)[C@H](CNC(=O)OC(C)(C)C)NC(=O)c1sc(C(=O)NCc2ccc(F)c(O)c2)cc1C']	1	53	67
Cc1cc(N2CCCC2=O)ccc1-c1ccc(C(=O)N2CCc3cc4c(cc32)C2(CCN(C3CCCC3)CC2)CO4)cc1	BrC1CCCC1.Cc1cc(N2CCCC2=O)ccc1-c1ccc(C(=O)N2CCc3cc4c(cc32)C2(CCNCC2)CO4)cc1	train	['BrC1CCCC1', 'Cc1cc(N2CCCC2=O)ccc1-c1ccc(C(=O)N2CCc3cc4c(cc32)C2(CCNCC2)CO4)cc1']	2	74	75
OC(c1ccccc1)c1ccc2nccnc2c1	O=C(c1ccccc1)c1ccc2nccnc2c1	train	['O=C(c1ccccc1)c1ccc2nccnc2c1']	1	26	27
CCCCNC(=O)c1ccc2c(c1)N=C(c1ccc(Cl)s1)c1cc(Cl)ccc1S2	CCCCNC(=O)c1ccc2c(c1)N=C(Cl)c1cc(Cl)ccc1S2.Clc1ccc([Zn+])s1	train	['CCCCNC(=O)c1ccc2c(c1)N=C(Cl)c1cc(Cl)ccc1S2', 'Clc1ccc([Zn+])s1']	2	51	59
CC(C)n1cnc2c(Cl)cc(Cl)nc21	CC(C)I.Clc1cc(Cl)c2nc[nH]c2n1	train	['CC(C)I', 'Clc1cc(Cl)c2nc[nH]c2n1']	2	26	29
COc1cc(Nc2nccc(Oc3ccc(NC(=O)Nc4cc([Si](C)(C)C)nn4-c4ccc(C)cc4)c4ccccc34)n2)cc(C(=O)O)c1	COc1cc(N)cc(C(=O)O)c1.Cc1ccc(-n2nc([Si](C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc(Cl)n3)c3ccccc23)cc1	train	['COc1cc(N)cc(C(=O)O)c1', 'Cc1ccc(-n2nc([Si](C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc(Cl)n3)c3ccccc23)cc1']	2	87	90
CCc1ccc2c(c1)/C(=N/O)CCN2C	CCc1ccc2c(c1)C(=O)CCN2C.NO	train	['CCc1ccc2c(c1)C(=O)CCN2C', 'NO']	2	26	26
CC(F)(F)c1ccc(CO)cn1	CC(F)(F)c1ccc(C(=O)OCc2ccccc2)cn1	train	['CC(F)(F)c1ccc(C(=O)OCc2ccccc2)cn1']	1	20	33
CCOC(=O)NCCN1CCC(Nc2nc3ccccc3n2Cc2cscn2)CC1	CCOC(=O)NCCCl.c1ccc2c(c1)nc(NC1CCNCC1)n2Cc1cscn1	train	['CCOC(=O)NCCCl', 'c1ccc2c(c1)nc(NC1CCNCC1)n2Cc1cscn1']	2	43	48
O=C(c1cc(Cl)ccc1CN1CCNCC1)N1CCOCC1	CC(C)(C)OC(=O)N1CCN(Cc2ccc(Cl)cc2C(=O)N2CCOCC2)CC1	train	['CC(C)(C)OC(=O)N1CCN(Cc2ccc(Cl)cc2C(=O)N2CCOCC2)CC1']	1	34	50
Cc1ccc(OC(F)(F)C(F)F)cc1	Cc1ccc(O)cc1.FC(F)=C(F)F	train	['Cc1ccc(O)cc1', 'FC(F)=C(F)F']	2	24	24
C=C(C)[C@@H]1CC[C@]2(COC(=O)c3ccccc3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6cc(C(=O)OCC)[nH]n6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12	C=C(C)[C@@H]1CC[C@]2(COC(=O)c3ccccc3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(OS(=O)(=O)C(F)(F)F)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.CCCC[Sn](CCCC)(CCCC)c1cc(C(=O)OCC)[nH]n1	train	['C=C(C)[C@@H]1CC[C@]2(COC(=O)c3ccccc3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(OS(=O)(=O)C(F)(F)F)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12', 'CCCC[Sn](CCCC)(CCCC)c1cc(C(=O)OCC)[nH]n1']	2	129	168
Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1C(C)CO	Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1C(C)C=O	train	['Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1C(C)C=O']	1	35	36
COc1ccc([N+](=O)[O-])cc1NC(=O)NC(C(=O)Nc1ccc(Br)cc1)c1ccccc1	COc1ccc([N+](=O)[O-])cc1N=C=O.NC(C(=O)Nc1ccc(Br)cc1)c1ccccc1	train	['COc1ccc([N+](=O)[O-])cc1N=C=O', 'NC(C(=O)Nc1ccc(Br)cc1)c1ccccc1']	2	60	60
CCCCC=CCCCCO	CCCCC=CCCCCOC(C)=O	train	['CCCCC=CCCCCOC(C)=O']	1	12	18
CCSc1ccccc1CO	CCSc1ccccc1C(=O)OC	train	['CCSc1ccccc1C(=O)OC']	1	13	18
CCOC(=O)c1c(C)cc(C)n(-c2ccc(F)cc2)c1=O	CCOC(=O)c1c(C)cc(C)[nH]c1=O.OB(O)c1ccc(F)cc1	train	['CCOC(=O)c1c(C)cc(C)[nH]c1=O', 'OB(O)c1ccc(F)cc1']	2	38	44
CC(S)C(=O)Nc1ccc(C2=NNC(=O)CC2C)cc1	CC(=O)SC(C)C(=O)Nc1ccc(C2=NNC(=O)CC2C)cc1	train	['CC(=O)SC(C)C(=O)Nc1ccc(C2=NNC(=O)CC2C)cc1']	1	35	41
CC(NCCCNC(=O)CCc1nc2ccc(N3CCCCC3)nc2s1)c1ccc(Cl)c(Cl)c1	CC(NCCCN)c1ccc(Cl)c(Cl)c1.O=C(O)CCc1nc2ccc(N3CCCCC3)nc2s1	train	['CC(NCCCN)c1ccc(Cl)c(Cl)c1', 'O=C(O)CCc1nc2ccc(N3CCCCC3)nc2s1']	2	55	57
O=C(O)Cn1c(CCc2ccccc2)ccc(NC(=O)OCc2ccccc2)c1=O	CC(C)(C)OC(=O)Cn1c(CCc2ccccc2)ccc(NC(=O)OCc2ccccc2)c1=O	train	['CC(C)(C)OC(=O)Cn1c(CCc2ccccc2)ccc(NC(=O)OCc2ccccc2)c1=O']	1	47	55
CCN(CCCc1ccccc1)[C@H]1CC[C@H](c2ccc(OCc3ccccc3)cc2)CC1	CC(=O)N(CCCc1ccccc1)[C@H]1CC[C@H](c2ccc(OCc3ccccc3)cc2)CC1	train	['CC(=O)N(CCCc1ccccc1)[C@H]1CC[C@H](c2ccc(OCc3ccccc3)cc2)CC1']	1	54	58
COC(OC)C(C#N)C(OC)OC	COC=C(C#N)C(OC)OC.C[O-]	train	['COC=C(C#N)C(OC)OC', 'C[O-]']	2	20	23
O=C(O)CNC(=O)c1c(O)c(-c2ccc(F)c(F)c2)cc2nc(-c3ccc(F)c(F)c3)cnc12	CCOC(=O)CNC(=O)c1c(O)c(-c2ccc(F)c(F)c2)cc2nc(-c3ccc(F)c(F)c3)cnc12	train	['CCOC(=O)CNC(=O)c1c(O)c(-c2ccc(F)c(F)c2)cc2nc(-c3ccc(F)c(F)c3)cnc12']	1	64	66
CNC(=S)NCCSCc1ncccc1N	CN=C=S.NCCSCc1ncccc1N	train	['CN=C=S', 'NCCSCc1ncccc1N']	2	21	21
CS(=O)(=O)OC[C@H]1CCc2sc3ncnc(OC4CCC(N5CC6(COC6)C5)CC4)c3c21	CS(=O)(=O)Cl.OC[C@H]1CCc2sc3ncnc(OC4CCC(N5CC6(COC6)C5)CC4)c3c21	train	['CS(=O)(=O)Cl', 'OC[C@H]1CCc2sc3ncnc(OC4CCC(N5CC6(COC6)C5)CC4)c3c21']	2	60	63
Cc1c(I)ccc2nc(-c3nc(-c4cc(F)c(CCC(=O)O)cc4Cl)no3)cn12	Cc1c(I)ccc2nc(-c3nc(-c4cc(F)c(CCC(=O)OC(C)(C)C)cc4Cl)no3)cn12	train	['Cc1c(I)ccc2nc(-c3nc(-c4cc(F)c(CCC(=O)OC(C)(C)C)cc4Cl)no3)cn12']	1	53	61
C[C@H]1SC(N)=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ncco3)C[C@@H]12	C[C@H]1SC(NC(=O)c2ccccc2)=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ncco3)C[C@@H]12.NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ncco3)C[C@H]2CS1	train	['C[C@H]1SC(NC(=O)c2ccccc2)=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ncco3)C[C@@H]12', 'NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ncco3)C[C@H]2CS1']	2	60	126
CCCNC(=O)Nc1nc2nc(N)ncc2cc1-c1c(Cl)cccc1Cl	CCCN=C=O.Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(N)nc2n1	train	['CCCN=C=O', 'Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(N)nc2n1']	2	42	44
CCc1ccc([C@@H]2O[C@H](COC(=O)[C@H](N)C(C)C)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc2c(c1)OCCO2	CCc1ccc([C@@H]2O[C@H](COC(=O)[C@H](NC(=O)OC(C)(C)C)C(C)C)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc2c(c1)OCCO2	train	['CCc1ccc([C@@H]2O[C@H](COC(=O)[C@H](NC(=O)OC(C)(C)C)C(C)C)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc2c(c1)OCCO2']	1	88	102
Cc1nc(OCCCc2ccccc2)c([N+](=O)[O-])c(N2CCc3ccccc3CC2)n1	Cc1nc(O)c([N+](=O)[O-])c(N2CCc3ccccc3CC2)n1.ClCCCc1ccccc1	train	['Cc1nc(O)c([N+](=O)[O-])c(N2CCc3ccccc3CC2)n1', 'ClCCCc1ccccc1']	2	54	57
O=C(OCc1ccccc1)N1CCC(C(=O)O)(C2CCCCC2)CC1	O=C(Cl)OCc1ccccc1.O=C(O)C1(C2CCCCC2)CCNCC1	train	['O=C(Cl)OCc1ccccc1', 'O=C(O)C1(C2CCCCC2)CCNCC1']	2	41	42
COc1ccc(N(CCc2ccc(C(F)(F)F)cc2)C(=O)C(NC(=O)OC(C)(C)C)c2ccccc2)cc1OC	CC(C)(C)OC(=O)NC(C(=O)O)c1ccccc1.COc1ccc(NCCc2ccc(C(F)(F)F)cc2)cc1OC	train	['CC(C)(C)OC(=O)NC(C(=O)O)c1ccccc1', 'COc1ccc(NCCc2ccc(C(F)(F)F)cc2)cc1OC']	2	68	68
COc1ccc(COc2cnn(CC(=O)c3ccc(CN(C)C)cc3C)c(=O)c2)nc1	CNC.COc1ccc(COc2cnn(CC(=O)c3ccc(CBr)cc3C)c(=O)c2)nc1	train	['CNC', 'COc1ccc(COc2cnn(CC(=O)c3ccc(CBr)cc3C)c(=O)c2)nc1']	2	51	52
COc1cc(Nc2nccc(-c3ccc(OC4CCOCC4)c(C#N)c3)n2)ccc1OCCOCCNS(C)(=O)=O	COc1cc(Nc2nccc(-c3ccc(OC4CCOCC4)c(C#N)c3)n2)ccc1OCCOCCN.CS(=O)(=O)Cl	train	['COc1cc(Nc2nccc(-c3ccc(OC4CCOCC4)c(C#N)c3)n2)ccc1OCCOCCN', 'CS(=O)(=O)Cl']	2	65	68
CC(C)(C)OC(=O)Nc1cccc(N(c2ncc([N+](=O)[O-])c(SC#N)n2)C2CC2)c1	CC(C)(C)OC(=O)Nc1cccc(NC2CC2)c1.N#CSc1nc(Cl)ncc1[N+](=O)[O-]	train	['CC(C)(C)OC(=O)Nc1cccc(NC2CC2)c1', 'N#CSc1nc(Cl)ncc1[N+](=O)[O-]']	2	61	60
CC(C)CSc1ccc2cc(N)c(N)cc2c1	CC(C)CSc1ccc2cc([N+](=O)[O-])c(N)cc2c1	train	['CC(C)CSc1ccc2cc([N+](=O)[O-])c(N)cc2c1']	1	27	38
CC(C)(C)OC(=O)N1CCC(c2ccc(N3CCCC3)cc2)CC1	C1CCNC1.CC(C)(C)OC(=O)N1CCC(c2ccc(Br)cc2)CC1	train	['C1CCNC1', 'CC(C)(C)OC(=O)N1CCC(c2ccc(Br)cc2)CC1']	2	41	44
O=C(O)C1(C(=O)Nc2ccc(F)cc2)CCC1	Nc1ccc(F)cc1.O=C(O)C1(C(=O)O)CCC1	train	['Nc1ccc(F)cc1', 'O=C(O)C1(C(=O)O)CCC1']	2	31	33
Cc1ccc(C(=O)Nc2nc3ccc(C)cc3s2)cc1	Cc1ccc(C(=O)Cl)cc1.Cc1ccc2nc(N)sc2c1	train	['Cc1ccc(C(=O)Cl)cc1', 'Cc1ccc2nc(N)sc2c1']	2	33	36
Nc1ccc(Oc2ccc(I)cc2)cc1	O=[N+]([O-])c1ccc(Oc2ccc(I)cc2)cc1	train	['O=[N+]([O-])c1ccc(Oc2ccc(I)cc2)cc1']	1	23	34
CCOC(=O)CSc1ccc(S(=O)(=O)C[C@@H]2CCCC[C@H]2C(=O)NCC#N)cc1	CCOC(=O)CS.N#CCNC(=O)[C@@H]1CCCC[C@H]1CS(=O)(=O)c1ccc(F)cc1	train	['CCOC(=O)CS', 'N#CCNC(=O)[C@@H]1CCCC[C@H]1CS(=O)(=O)c1ccc(F)cc1']	2	57	59
CCN(CC)C(=O)c1ccc(I)cc1	CCNCC.O=C(Cl)c1ccc(I)cc1	train	['CCNCC', 'O=C(Cl)c1ccc(I)cc1']	2	23	24
CCC[C@H](N)C(=O)N[C@@H](CCC)C(=O)N[C@@H](C)P(=O)(O)O	CCC[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCC)C(=O)N[C@@H](C)P(=O)(O)O	train	['CCC[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCC)C(=O)N[C@@H](C)P(=O)(O)O']	1	52	67
c1ccc(-c2cn(C3CCNCC3)cn2)cc1	CC(C)(C)OC(=O)N1CCC(n2cnc(-c3ccccc3)c2)CC1	train	['CC(C)(C)OC(=O)N1CCC(n2cnc(-c3ccccc3)c2)CC1']	1	28	42
N=C(NS(=O)(=O)C=Cc1ccc([N+](=O)[O-])cc1)c1ccc(C=Cc2ccccc2)cc1	N=C(N)c1ccc(C=Cc2ccccc2)cc1.O=[N+]([O-])c1ccc(C=CS(=O)(=O)Cl)cc1	train	['N=C(N)c1ccc(C=Cc2ccccc2)cc1', 'O=[N+]([O-])c1ccc(C=CS(=O)(=O)Cl)cc1']	2	61	64
C#Cc1cc(Nc2ncnc3cnc(NCc4ccc(OC)cc4)cc23)ccc1Cl	C#Cc1cc(Nc2ncnc3cnc(F)cc23)ccc1Cl.COc1ccc(CN)cc1	train	['C#Cc1cc(Nc2ncnc3cnc(F)cc23)ccc1Cl', 'COc1ccc(CN)cc1']	2	46	48
COC(=O)c1cocc1-n1c(OC)nn(C)c1=O	COC(=O)c1cocc1-n1c(Cl)nn(C)c1=O.C[O-]	train	['COC(=O)c1cocc1-n1c(Cl)nn(C)c1=O', 'C[O-]']	2	31	37
Fc1cc(Cl)cc(COCC(F)(F)F)c1	Fc1cc(Cl)cc(CCl)c1.OCC(F)(F)F	train	['Fc1cc(Cl)cc(CCl)c1', 'OCC(F)(F)F']	2	26	29
