smiles	smiles-out
c1(cccc(c1)C(=O)O)c1c(c(ccc1)N/N=C/1\C(=O)N(C(=O)c2c1cccc2)c1cc(cc(c1)C)C)O	c1(cccc(c1)C(=O)O)c1c(c(ccc1)N/N=C/1\C(=O)N(C(=O)c2c1cccc2)c1cc(cc(c1)C)C)O
c1(cccc(c1)C(=O)O)c1c(c(ccc1)N/N=C/1\C(=O)N(C(=O)c2c1cccc2)c1ccccc1)O	c1(cccc(c1)C(=O)O)c1c(c(ccc1)N/N=C/1\C(=O)N(C(=O)c2c1cccc2)c1ccccc1)O
c1(cccc(c1)C(=O)O)c1c(c(ccc1)N/N=C/1\C(=O)N(C(=O)c2c1cccc2)c1ccc(c(c1)C)C)O	c1(cccc(c1)C(=O)O)c1c(c(ccc1)N/N=C/1\C(=O)N(C(=O)c2c1cccc2)c1ccc(c(c1)C)C)O
c1(cccc(c1)C(=O)O)c1c(c(ccc1)N/N=C\1/c2c(N(C1=O)c1cc(c(cc1)C)C)cc(cc2)C(F)(F)F)F	c1(cccc(c1)C(=O)O)c1c(c(ccc1)N/N=C\1/c2c(N(C1=O)c1cc(c(cc1)C)C)cc(cc2)C(F)(F)F)F
C(=C\C(=O)O)\c1c(c(ccc1)N/N=C\1/c2c(N(C1=O)c1ccc(c(c1)C)C)cc(cc2)C(F)(F)F)O	C(=C\C(=O)O)\c1c(c(ccc1)N/N=C\1/c2c(N(C1=O)c1ccc(c(c1)C)C)cc(cc2)C(F)(F)F)O
C(=C\C(=O)O)\c1c(c(ccc1)N/N=C\1/c2c(N(C1=O)c1ccc(c(c1)C)C)cc(cc2F)C(F)(F)F)O	C(=C\C(=O)O)\c1c(c(ccc1)N/N=C\1/c2c(N(C1=O)c1ccc(c(c1)C)C)cc(cc2F)C(F)(F)F)O
C(=C\1/SC(=O)NC1=O)/c1c(c(ccc1)N/N=C\1/c2c(N(C1=O)c1ccc(c(c1)C)C)cc(cc2F)C(F)(F)F)O	C(=C\1/SC(=O)NC1=O)/c1c(c(ccc1)N/N=C\1/c2c(N(C1=O)c1ccc(c(c1)C)C)cc(cc2F)C(F)(F)F)O
c1c(c(ccc1/C=C(\Cl)/C(=O)O)N/N=C\1/c2c(N(C1=O)c1cc(c(cc1)C)C)cc(cc2)C(F)(F)F)O	c1c(c(ccc1/C=C(\Cl)/C(=O)O)N/N=C\1/c2c(N(C1=O)c1cc(c(cc1)C)C)cc(cc2)C(F)(F)F)O
c1c(c(ccc1/C=C(\CC)/C(=O)O)N/N=C\1/c2c(N(C1=O)c1cc(c(cc1)C)C)cc(cc2)C(F)(F)F)O	c1c(c(ccc1/C=C(\CC)/C(=O)O)N/N=C\1/c2c(N(C1=O)c1cc(c(cc1)C)C)cc(cc2)C(F)(F)F)O
c1c(c(ccc1/C=C\1/N(C(=O)NC1=O)C)N/N=C\1/c2c(N(C1=O)c1cc(cc(c1)C)C)cc(cc2)C(F)(F)F)O	c1c(c(ccc1/C=C\1/N(C(=O)NC1=O)C)N/N=C\1/c2c(N(C1=O)c1cc(cc(c1)C)C)cc(cc2)C(F)(F)F)O
c1c(c(ccc1/C=C\1/NC(=O)NC1=O)N/N=C\1/c2c(N(C1=O)c1cc(cc(c1)C)C)cc(cc2)C(F)(F)F)O	c1c(c(ccc1/C=C\1/NC(=O)NC1=O)N/N=C\1/c2c(N(C1=O)c1cc(cc(c1)C)C)cc(cc2)C(F)(F)F)O
c1c(c(ccc1/C=C(\F)/C(=O)O)N/N=C\1/c2c(N(C1=O)c1cc(c(cc1)C)C)cc(cc2)C(F)(F)F)O	c1c(c(ccc1/C=C(\F)/C(=O)O)N/N=C\1/c2c(N(C1=O)c1cc(c(cc1)C)C)cc(cc2)C(F)(F)F)O
c1c(c(ccc1CC(C(=O)O)OC)N/N=C\1/c2c(N(C1=O)c1cc(cc(c1)C)C)cc(cc2)C(F)(F)F)O	c1c(c(ccc1CC(C(=O)O)OC)N/N=C\1/c2c(N(C1=O)c1cc(cc(c1)C)C)cc(cc2)C(F)(F)F)O
c1(c(c(ccc1)N/N=C\1/c2c(N(C1=O)c1cc(cc(c1)C)C)cc(cc2)C(F)(F)F)O)CCCC(=O)O	c1(c(c(ccc1)N/N=C\1/c2c(N(C1=O)c1cc(cc(c1)C)C)cc(cc2)C(F)(F)F)O)CCCC(=O)O
c1c(c(c(cc1)OCCC(=O)O)N/N=C\1/c2c(N(C1=O)c1cc(cc(c1)C)C)cc(cc2)C(F)(F)F)O	c1c(c(c(cc1)OCCC(=O)O)N/N=C\1/c2c(N(C1=O)c1cc(cc(c1)C)C)cc(cc2)C(F)(F)F)O
c1c(c(ccc1CCCC(=O)O)N/N=C\1/c2c(N(C1=O)c1cc(cc(c1)C)C)cc(cc2)C(F)(F)F)O	c1c(c(ccc1CCCC(=O)O)N/N=C\1/c2c(N(C1=O)c1cc(cc(c1)C)C)cc(cc2)C(F)(F)F)O
C.C.C.C.C.CC(=O)NC1C(=O)NCC(=O)NC(CCC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(C(=O)NC(C(=O)NCC(=O)NCC(=O)NC(CSSC1)C(=O)N)C)CC(C)C	C.C.C.C.C.CC(=O)NC1C(=O)NCC(=O)NC(CCC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(C(=O)NC(C(=O)NCC(=O)NCC(=O)NC(CSSC1)C(=O)N)C)CC(C)C
CC(=O)NC1C(=O)NCC(=O)NC(CCC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(CSSC1)C(=O)N)CC(=O)N)C)CC(C)C.C.C.C.C.C	CC(=O)NC1C(=O)NCC(=O)NC(CCC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(CSSC1)C(=O)N)CC(=O)N)C)CC(C)C.C.C.C.C.C
CC(=O)NC1C(=O)NCC(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(CSSC1)C(=O)N)CC(=O)O)C)CC(C)C)CC(=O)N.C.C.C.C.C	CC(=O)NC1C(=O)NCC(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(CSSC1)C(=O)N)CC(=O)O)C)CC(C)C)CC(=O)N.C.C.C.C.C
c1c(c(cc(c1)C(=O)c1ccc(cc1OCC(C)C)OCC(C)C)/C=C/C(=O)O)OCC(C)C.C.C.C.C	c1c(c(cc(c1)C(=O)c1ccc(cc1OCC(C)C)OCC(C)C)/C=C/C(=O)O)OCC(C)C.C.C.C.C
CC(=O)NC1C(=O)NCC(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N)CSSC1)CC(=O)O)CC(C)C)C)CC(C)C)CC(=O)N.C.C.C.C.C	CC(=O)NC1C(=O)NCC(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N)CSSC1)CC(=O)O)CC(C)C)C)CC(C)C)CC(=O)N.C.C.C.C.C
c1c(c(cc(c1)C(=O)c1ccc(c(c1)OCC(C)C)OCC(C)C)CCC(=O)O)OCC(C)C.C.C.C.C	c1c(c(cc(c1)C(=O)c1ccc(c(c1)OCC(C)C)OCC(C)C)CCC(=O)O)OCC(C)C.C.C.C.C
C.C.C.C.c1(cc(c(cc1)OCCC(C)C)CCC(=O)O)C(=O)c1cc(cn1CCC(C)C)C(=O)CC(C)C	C.C.C.C.c1(cc(c(cc1)OCCC(C)C)CCC(=O)O)C(=O)c1cc(cn1CCC(C)C)C(=O)CC(C)C
c12c(ccc(c1)C(=O)c1ccc(cc1OCC(C)C)OCC(C)C)n(c(c2)C(=O)O)CC(C)C.C.C.C.C	c12c(ccc(c1)C(=O)c1ccc(cc1OCC(C)C)OCC(C)C)n(c(c2)C(=O)O)CC(C)C.C.C.C.C
C.C.C.C.c12c(ccc(c1)C(=O)c1cc(c(cc1)OCCC(C)C)CC(=O)O)n(c(=O)n2CCC(C)C)CCC(C)C	C.C.C.C.c12c(ccc(c1)C(=O)c1cc(c(cc1)OCCC(C)C)CC(=O)O)n(c(=O)n2CCC(C)C)CCC(C)C
C(COc1ccc(cc1CCC(=O)O)C(=O)c1ccc(cc1O)OCC(C)C)(C)C	C(COc1ccc(cc1CCC(=O)O)C(=O)c1ccc(cc1O)OCC(C)C)(C)C
C(COc1ccc(cc1CCC(=O)O)C(=O)c1cc(cc(c1)OCC(C)C)OCC(C)C)(C)C	C(COc1ccc(cc1CCC(=O)O)C(=O)c1cc(cc(c1)OCC(C)C)OCC(C)C)(C)C
N(CCOc1ccc(cc1)C[C@H](OCC(F)(F)F)C(=O)O)(c1nc2c(o1)cccc2)C	N(CCOc1ccc(cc1)C[C@H](OCC(F)(F)F)C(=O)O)(c1nc2c(o1)cccc2)C
c1ccc(c(c1)Nc1nc2c(o1)cc(cc2)CC(=O)Nc1ccc(cc1)C(CCC(=O)O)C)C	c1ccc(c(c1)Nc1nc2c(o1)cc(cc2)CC(=O)Nc1ccc(cc1)C(CCC(=O)O)C)C
N1CCC(CC1)CCNC(=O)c1cc(C(=O)NCC(C(=O)O)NS(=O)(=O)CCCC)ccc1	N1CCC(CC1)CCNC(=O)c1cc(C(=O)NCC(C(=O)O)NS(=O)(=O)CCCC)ccc1
C1CC(CCN1)CCCCOc1ccc(cc1)CC(O)C(=O)OCC	C1CC(CCN1)CCCCOc1ccc(cc1)CC(O)C(=O)OCC
c1c(ccc(c1)CCOc1ccc(cc1)C[C@@H](C(=O)O)OCC)OS(=O)(=O)C	c1c(ccc(c1)CCOc1ccc(cc1)C[C@@H](C(=O)O)OCC)OS(=O)(=O)C
c1ccc2c(c1)ccc(n2)COc1cc(OCCCC(=O)OCC)ccc1	c1ccc2c(c1)ccc(n2)COc1cc(OCCCC(=O)OCC)ccc1
CS(=O)(=O)Oc1ccc(cc1)CCOc1ccc(cc1)C[C@@H](C(=O)O)OCC	CS(=O)(=O)Oc1ccc(cc1)CCOc1ccc(cc1)C[C@@H](C(=O)O)OCC
c1cccc(c1Cl)/C(=C/COc1ccc(cc1)CC(OCC)C(=O)O)/c1ccccc1	c1cccc(c1Cl)/C(=C/COc1ccc(cc1)CC(OCC)C(=O)O)/c1ccccc1
c1c(ccc(c1)CCCOS(=O)(=O)C)OS(=O)(=O)C	c1c(ccc(c1)CCCOS(=O)(=O)C)OS(=O)(=O)C
c1(cccc(c1)CCCOS(=O)(=O)C)OS(=O)(=O)C	c1(cccc(c1)CCCOS(=O)(=O)C)OS(=O)(=O)C
c1c(ccc(c1)CCCOS(=O)(=O)c1ccc(cc1)C)OS(=O)(=O)c1ccc(cc1)C	c1c(ccc(c1)CCCOS(=O)(=O)c1ccc(cc1)C)OS(=O)(=O)c1ccc(cc1)C
c1c(ccc(c1)OCCBr)[N+](=O)[O-]	c1c(ccc(c1)OCCBr)[N+](=O)[O-]
c1c(ccc(c1)CC(OCC)C(=O)OCC)N	c1c(ccc(c1)CC(OCC)C(=O)OCC)N
c1c(ccc(c1)CC(C(=O)OC)OCC)N	c1c(ccc(c1)CC(C(=O)OC)OCC)N
c1(cccc(c1)CC(C(=O)OCC)OCC)N	c1(cccc(c1)CC(C(=O)OCC)OCC)N
c1c(ccc(c1)CC(OC(C)C)C(=O)OCC)[N+](=O)[O-]	c1c(ccc(c1)CC(OC(C)C)C(=O)OCC)[N+](=O)[O-]
c1c(ccc(c1)CC(OC(C)C)C(=O)OCC)N	c1c(ccc(c1)CC(OC(C)C)C(=O)OCC)N
c1c(ccc(c1)C=O)OS(=O)(=O)C	c1c(ccc(c1)C=O)OS(=O)(=O)C
Oc1ccc(cc1)CCO	Oc1ccc(cc1)CCO
c1(ccc(cc1)CCOS(=O)(=O)C)OS(=O)(=O)C	c1(ccc(cc1)CCOS(=O)(=O)C)OS(=O)(=O)C
c1c(ccc(c1)CC(=O)OC)OS(=O)(=O)C	c1c(ccc(c1)CC(=O)OC)OS(=O)(=O)C
c1c(ccc(c1)CC(=O)O)OS(=O)(=O)C	c1c(ccc(c1)CC(=O)O)OS(=O)(=O)C
c1c(ccc(c1)/C=C/C(=O)OC)[N+](=O)[O-]	c1c(ccc(c1)/C=C/C(=O)OC)[N+](=O)[O-]
c1c(ccc(c1)CCC(=O)OC)N	c1c(ccc(c1)CCC(=O)OC)N
c1c(ccc(c1)CCCO)N	c1c(ccc(c1)CCCO)N
c1c(ccc(c1)CCCO)NC(=O)OC(C)(C)C	c1c(ccc(c1)CCCO)NC(=O)OC(C)(C)C
c1c(ccc(c1)CCCOS(=O)(=O)C)N(S(=O)(=O)C)C(=O)OC(C)(C)C	c1c(ccc(c1)CCCOS(=O)(=O)C)N(S(=O)(=O)C)C(=O)OC(C)(C)C
Oc1ccc(cc1)/C=C/C(=O)OC	Oc1ccc(cc1)/C=C/C(=O)OC
Oc1ccc(cc1)/C=C/CO	Oc1ccc(cc1)/C=C/CO
O(c1ccc(cc1)/C=C/CCl)S(=O)(=O)C	O(c1ccc(cc1)/C=C/CCl)S(=O)(=O)C
c1c(ccc(c1)/C=C/C(=O)O)OS(=O)(=O)C	c1c(ccc(c1)/C=C/C(=O)O)OS(=O)(=O)C
c1c(ccc(c1)CCC(=O)O)OS(=O)(=O)C	c1c(ccc(c1)CCC(=O)O)OS(=O)(=O)C
c1cc(ccc1)CN(c1ccc(cc1)CC(C(=O)OCC)OCC)Cc1ccccc1	c1cc(ccc1)CN(c1ccc(cc1)CC(C(=O)OCC)OCC)Cc1ccccc1
c1cc(ccc1)CN(c1ccc(cc1)CC(C(=O)O)OCC)Cc1ccccc1	c1cc(ccc1)CN(c1ccc(cc1)CC(C(=O)O)OCC)Cc1ccccc1
c1cc(ccc1)CN(c1ccc(cc1)C[C@@H](C(=O)O)OCC)Cc1ccccc1	c1cc(ccc1)CN(c1ccc(cc1)C[C@@H](C(=O)O)OCC)Cc1ccccc1
c1cc(ccc1)CN(c1ccc(cc1)C[C@H](C(=O)O)OCC)Cc1ccccc1	c1cc(ccc1)CN(c1ccc(cc1)C[C@H](C(=O)O)OCC)Cc1ccccc1
c1cc(ccc1)CN(c1ccc(cc1)C[C@@H](C(=O)OCC)OCC)Cc1ccccc1	c1cc(ccc1)CN(c1ccc(cc1)C[C@@H](C(=O)OCC)OCC)Cc1ccccc1
c1cc(ccc1)CN(c1ccc(cc1)C[C@H](C(=O)OCC)OCC)Cc1ccccc1	c1cc(ccc1)CN(c1ccc(cc1)C[C@H](C(=O)OCC)OCC)Cc1ccccc1
c1c(ccc(c1)C[C@H](OC)C(=O)OCC)N	c1c(ccc(c1)C[C@H](OC)C(=O)OCC)N
c1c(ccc(c1)CCCNc1ccc(cc1)C[C@@H](C(=O)OCC)OC)OS(=O)(=O)C	c1c(ccc(c1)CCCNc1ccc(cc1)C[C@@H](C(=O)OCC)OC)OS(=O)(=O)C
c1c(ccc(c1)CCCNc1ccc(cc1)CC(C(=O)OCC)OCC)OS(=O)(=O)C	c1c(ccc(c1)CCCNc1ccc(cc1)CC(C(=O)OCC)OCC)OS(=O)(=O)C
c1c(ccc(c1)CCCNc1ccc(cc1)C[C@@H](C(=O)OCC)OCC)OS(=O)(=O)C	c1c(ccc(c1)CCCNc1ccc(cc1)C[C@@H](C(=O)OCC)OCC)OS(=O)(=O)C
c1c(ccc(c1)CCCOC(=O)Nc1ccc(cc1)CC(OCC)C(=O)OCC)OS(=O)(=O)C	c1c(ccc(c1)CCCOC(=O)Nc1ccc(cc1)CC(OCC)C(=O)OCC)OS(=O)(=O)C
c1(cccc(c1)CCCNc1ccc(cc1)CC(C(=O)OCC)OCC)OS(=O)(=O)C	c1(cccc(c1)CCCNc1ccc(cc1)CC(C(=O)OCC)OCC)OS(=O)(=O)C
c1c(ccc(c1)CCCNc1ccc(cc1)CC(C(=O)OCC)OCC)OS(=O)(=O)c1ccc(cc1)C	c1c(ccc(c1)CCCNc1ccc(cc1)CC(C(=O)OCC)OCC)OS(=O)(=O)c1ccc(cc1)C
c1c(ccc(c1)CCCNc1cc(ccc1)CC(OCC)C(=O)OCC)OS(=O)(=O)C	c1c(ccc(c1)CCCNc1cc(ccc1)CC(OCC)C(=O)OCC)OS(=O)(=O)C
c1c(ccc(c1)CCCNc1ccc(cc1)CC(OC(C)C)C(=O)OCC)OS(=O)(=O)C	c1c(ccc(c1)CCCNc1ccc(cc1)CC(OC(C)C)C(=O)OCC)OS(=O)(=O)C
c1(ccc(cc1)CCNc1ccc(cc1)CC(C(=O)OCC)OCC)OS(=O)(=O)C	c1(ccc(cc1)CCNc1ccc(cc1)CC(C(=O)OCC)OCC)OS(=O)(=O)C
c1(ccc(cc1)CCNc1ccc(cc1)C[C@H](OCC)C(=O)OCC)OS(=O)(=O)C	c1(ccc(cc1)CCNc1ccc(cc1)C[C@H](OCC)C(=O)OCC)OS(=O)(=O)C
c1(ccc(cc1)/C=C/CNc1ccc(cc1)CC(C(=O)OCC)OCC)OS(=O)(=O)C	c1(ccc(cc1)/C=C/CNc1ccc(cc1)CC(C(=O)OCC)OCC)OS(=O)(=O)C
c1(ccc(cc1)/C=C/CNc1ccc(cc1)C[C@@H](OCC)C(=O)OCC)OS(=O)(=O)C	c1(ccc(cc1)/C=C/CNc1ccc(cc1)C[C@@H](OCC)C(=O)OCC)OS(=O)(=O)C
S(=O)(=O)(Oc1ccc(cc1)CNc1ccc(cc1)CC(C(=O)OC)OCC)C	S(=O)(=O)(Oc1ccc(cc1)CNc1ccc(cc1)CC(C(=O)OC)OCC)C
S(=O)(=O)(Oc1ccc(cc1)CCCNc1ccc(cc1)C[C@H](OC)C(=O)O)C	S(=O)(=O)(Oc1ccc(cc1)CCCNc1ccc(cc1)C[C@H](OC)C(=O)O)C
S(=O)(=O)(Oc1ccc(cc1)CCCNc1ccc(cc1)CC(C(=O)O)OCC)C	S(=O)(=O)(Oc1ccc(cc1)CCCNc1ccc(cc1)CC(C(=O)O)OCC)C
S(=O)(=O)(Oc1ccc(cc1)CCCOC(=O)Nc1ccc(cc1)CC(OCC)C(=O)O)C	S(=O)(=O)(Oc1ccc(cc1)CCCOC(=O)Nc1ccc(cc1)CC(OCC)C(=O)O)C
c1c(ccc(c1)CCCNc1ccc(cc1)C[C@H](OCC)C(=O)O)OS(=O)(=O)C	c1c(ccc(c1)CCCNc1ccc(cc1)C[C@H](OCC)C(=O)O)OS(=O)(=O)C
c1(cccc(c1)CCCNc1ccc(cc1)CC(C(=O)O)OCC)OS(=O)(=O)C	c1(cccc(c1)CCCNc1ccc(cc1)CC(C(=O)O)OCC)OS(=O)(=O)C
c1c(ccc(c1)CCCNc1ccc(cc1)CC(C(=O)O)OCC)OS(=O)(=O)c1ccc(cc1)C	c1c(ccc(c1)CCCNc1ccc(cc1)CC(C(=O)O)OCC)OS(=O)(=O)c1ccc(cc1)C
c1c(ccc(c1)CCCNc1cc(ccc1)CC(C(=O)O)OCC)OS(=O)(=O)C	c1c(ccc(c1)CCCNc1cc(ccc1)CC(C(=O)O)OCC)OS(=O)(=O)C
c1c(ccc(c1)CCCNc1ccc(cc1)CC(OC(C)C)C(=O)O)OS(=O)(=O)C	c1c(ccc(c1)CCCNc1ccc(cc1)CC(OC(C)C)C(=O)O)OS(=O)(=O)C
c1(ccc(cc1)CCNc1ccc(cc1)CC(C(=O)O)OCC)OS(=O)(=O)C	c1(ccc(cc1)CCNc1ccc(cc1)CC(C(=O)O)OCC)OS(=O)(=O)C
c1(ccc(cc1)CCNc1ccc(cc1)C[C@@H](C(=O)O)OCC)OS(=O)(=O)C	c1(ccc(cc1)CCNc1ccc(cc1)C[C@@H](C(=O)O)OCC)OS(=O)(=O)C
c1(ccc(cc1)/C=C/CNc1ccc(cc1)C[C@H](C(=O)O)OCC)OS(=O)(=O)C	c1(ccc(cc1)/C=C/CNc1ccc(cc1)C[C@H](C(=O)O)OCC)OS(=O)(=O)C
c1c(ccc(c1)CC(=O)Nc1ccc(cc1)CC(OCC)C(=O)OCC)OS(=O)(=O)C	c1c(ccc(c1)CC(=O)Nc1ccc(cc1)CC(OCC)C(=O)OCC)OS(=O)(=O)C
c1(ccc(cc1)/C=C/CNc1ccc(cc1)CC(OCC)C(=O)O)OS(=O)(=O)C	c1(ccc(cc1)/C=C/CNc1ccc(cc1)CC(OCC)C(=O)O)OS(=O)(=O)C
c1c(ccc(c1)CC(=O)Nc1ccc(cc1)CC(OCC)C(=O)O)OS(=O)(=O)C	c1c(ccc(c1)CC(=O)Nc1ccc(cc1)CC(OCC)C(=O)O)OS(=O)(=O)C
c1c(ccc(c1)CCCNc1ccc(cc1)CC(C(=O)OCC)OCC)N(S(=O)(=O)C)C(=O)OC(C)(C)C	c1c(ccc(c1)CCCNc1ccc(cc1)CC(C(=O)OCC)OCC)N(S(=O)(=O)C)C(=O)OC(C)(C)C
c1c(ccc(c1)CCCNc1ccc(cc1)CC(C(=O)O)OCC)N(S(=O)(=O)C)C(=O)OC(C)(C)C	c1c(ccc(c1)CCCNc1ccc(cc1)CC(C(=O)O)OCC)N(S(=O)(=O)C)C(=O)OC(C)(C)C
c1c(ccc(c1)/C=C/C(=O)Nc1ccc(cc1)CC(OCC)C(=O)OCC)OS(=O)(=O)C	c1c(ccc(c1)/C=C/C(=O)Nc1ccc(cc1)CC(OCC)C(=O)OCC)OS(=O)(=O)C
c1c(ccc(c1)/C=C/C(=O)Nc1ccc(cc1)CC(OCC)C(=O)O)OS(=O)(=O)C	c1c(ccc(c1)/C=C/C(=O)Nc1ccc(cc1)CC(OCC)C(=O)O)OS(=O)(=O)C
c1c(ccc(c1)CCC(=O)Nc1ccc(cc1)CC(OCC)C(=O)OCC)OS(=O)(=O)C	c1c(ccc(c1)CCC(=O)Nc1ccc(cc1)CC(OCC)C(=O)OCC)OS(=O)(=O)C
c1c(ccc(c1)CCC(=O)Nc1ccc(cc1)CC(OCC)C(=O)O)OS(=O)(=O)C	c1c(ccc(c1)CCC(=O)Nc1ccc(cc1)CC(OCC)C(=O)O)OS(=O)(=O)C
c1c(ccc(c1)/C=C/CNc1ccc(cc1)C[C@@H](C(=O)OCC)OC)OS(=O)(=O)C	c1c(ccc(c1)/C=C/CNc1ccc(cc1)C[C@@H](C(=O)OCC)OC)OS(=O)(=O)C
c1c(ccc(c1)/C=C/CNc1ccc(cc1)C[C@@H](C(=O)O)OC)OS(=O)(=O)C	c1c(ccc(c1)/C=C/CNc1ccc(cc1)C[C@@H](C(=O)O)OC)OS(=O)(=O)C
c1(cccc(c1)CCCNc1ccc(cc1)C[C@H](OC)C(=O)OCC)CS(=O)(=O)C	c1(cccc(c1)CCCNc1ccc(cc1)C[C@H](OC)C(=O)OCC)CS(=O)(=O)C
c1(cccc(c1)CCCNc1ccc(cc1)C[C@@H](C(=O)O)OC)OS(=O)(=O)C	c1(cccc(c1)CCCNc1ccc(cc1)C[C@@H](C(=O)O)OC)OS(=O)(=O)C
c1c(ccc(c1)/C=C/CN(c1ccc(cc1)C[C@@H](C(=O)OCC)OCC)C(=O)c1ccccc1)OS(=O)(=O)C	c1c(ccc(c1)/C=C/CN(c1ccc(cc1)C[C@@H](C(=O)OCC)OCC)C(=O)c1ccccc1)OS(=O)(=O)C
c1c(ccc(c1)/C=C/CN(c1ccc(cc1)C[C@@H](C(=O)O)OCC)C(=O)c1ccccc1)OS(=O)(=O)C	c1c(ccc(c1)/C=C/CN(c1ccc(cc1)C[C@@H](C(=O)O)OCC)C(=O)c1ccccc1)OS(=O)(=O)C
c1c(ccc(c1)/C=C/CN(c1ccc(cc1)C[C@@H](C(=O)OC)OC)C(=O)c1ccccc1)OS(=O)(=O)C	c1c(ccc(c1)/C=C/CN(c1ccc(cc1)C[C@@H](C(=O)OC)OC)C(=O)c1ccccc1)OS(=O)(=O)C
c1c(ccc(c1)/C=C/CN(c1ccc(cc1)C[C@H](OC)C(=O)O)C(=O)c1ccccc1)OS(=O)(=O)C	c1c(ccc(c1)/C=C/CN(c1ccc(cc1)C[C@H](OC)C(=O)O)C(=O)c1ccccc1)OS(=O)(=O)C
N(C/C=C/CC(C1(CCC)CCC1)O)(CCCCCCC(=O)O)S(=O)(=O)C	N(C/C=C/CC(C1(CCC)CCC1)O)(CCCCCCC(=O)O)S(=O)(=O)C
c1(cc(cc2c1OC(=O)C2c1ccc(c(c1)C)C)C(C)(C)C)CC(C)C	c1(cc(cc2c1OC(=O)C2c1ccc(c(c1)C)C)C(C)(C)C)CC(C)C
c1c(cc(c(c1C(C)(C)C)OP1OCC(CO1)(CCCC)CC)C(C)(C)C)CC(C)C	c1c(cc(c(c1C(C)(C)C)OP1OCC(CO1)(CCCC)CC)C(C)(C)C)CC(C)C
c1c(ccc(c1)Nc1ncnc(c1)Cl)C(F)(F)F	c1c(ccc(c1)Nc1ncnc(c1)Cl)C(F)(F)F
c1c(ccc(c1)Nc1ncnc(c1)c1cccc2c1nccc2)C(F)(F)F	c1c(ccc(c1)Nc1ncnc(c1)c1cccc2c1nccc2)C(F)(F)F
c1c(ccc(c1)Nc1ncnc(c1)c1cc2c(cc1)nccc2)C(F)(F)F	c1c(ccc(c1)Nc1ncnc(c1)c1cc2c(cc1)nccc2)C(F)(F)F
c1c(ccc(c1)Nc1ncnc(c1)c1cc2c(cc1)[nH]cc2)C(F)(F)F	c1c(ccc(c1)Nc1ncnc(c1)c1cc2c(cc1)[nH]cc2)C(F)(F)F
c1c(ccc(c1)Nc1ncnc(c1)c1cccc2c1cccn2)C(F)(F)F	c1c(ccc(c1)Nc1ncnc(c1)c1cccc2c1cccn2)C(F)(F)F
c1c(ccc(c1)Nc1ncnc(c1)c1cc2c(cc1)OCCCO2)C(F)(F)F	c1c(ccc(c1)Nc1ncnc(c1)c1cc2c(cc1)OCCCO2)C(F)(F)F
c1c(ccc(c1)Nc1ncnc(c1)c1cc2c(cc1)OCC2)C(F)(F)F	c1c(ccc(c1)Nc1ncnc(c1)c1cc2c(cc1)OCC2)C(F)(F)F
c1c(ccc(c1)Nc1ncnc(c1)c1cccc2c1ccnc2)C(F)(F)F	c1c(ccc(c1)Nc1ncnc(c1)c1cccc2c1ccnc2)C(F)(F)F
c1c(ccc(c1)Nc1ncnc(c1)c1cc2c(cc1)cccn2)C(F)(F)F	c1c(ccc(c1)Nc1ncnc(c1)c1cc2c(cc1)cccn2)C(F)(F)F
Clc1ncnc(c1)Oc1ccc(cc1)C(F)(F)F	Clc1ncnc(c1)Oc1ccc(cc1)C(F)(F)F
c1(c(nc(nc1Cl)SC)Nc1c(cccc1F)F)C=O	c1(c(nc(nc1Cl)SC)Nc1c(cccc1F)F)C=O
c1(c(nc(nc1Cl)SC)Nc1ccccc1Cl)C=O	c1(c(nc(nc1Cl)SC)Nc1ccccc1Cl)C=O
c1(c(nc(nc1Cl)SC)Nc1ccccc1F)C=O	c1(c(nc(nc1Cl)SC)Nc1ccccc1F)C=O
c1(c(nc(nc1Cl)SC)NC(CC)CC)C=O	c1(c(nc(nc1Cl)SC)NC(CC)CC)C=O
c1(c(nc(nc1Cl)SC)NC(C)C)C=O	c1(c(nc(nc1Cl)SC)NC(C)C)C=O
c1(c(nc(nc1Cl)SC)NC1CC1)C=O	c1(c(nc(nc1Cl)SC)NC1CC1)C=O
c1(c(nc(nc1Cl)SC)NC(CC)C)C=O	c1(c(nc(nc1Cl)SC)NC(CC)C)C=O
